Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata (Next Sem),Kategori Performa,Kategori Performa (Next Sem),Jumlah Ketidakhadiran,Persentase Tugas,performance_trend
86,84,75,79,79,87,79,86,77,78,83,88,79,67,72,82,80.06,91,86,78,73,77,86,83,86,78,74,80,93,78,67,71,83,80.25,Mid,Mid,5,83,Stable Performance
65,68,72,60,70,66,64,68,67,74,78,70,69,70,66,66,68.28,63,72,70,61,68,69,65,65,69,75,77,69,68,71,62,67,68.19,Low,Low,10,40,Stable Performance
76,77,92,81,69,81,76,84,84,84,84,82,77,84,89,93,82.19,76,73,93,79,71,81,75,84,83,91,85,80,83,82,93,95,82.75,Mid,Mid,5,79,Stable Performance
77,78,81,86,76,82,74,80,83,72,76,83,81,84,83,77,79.52,75,79,81,89,77,79,70,78,84,75,80,85,81,81,81,75,79.38,Mid,Mid,5,83,Stable Performance
84,73,57,71,70,77,70,78,75,68,72,69,73,69,73,71,71.88,85,65,55,69,74,73,69,80,72,68,76,72,75,70,72,66,71.31,Mid,Mid,5,76,Stable Performance
85,96,84,76,91,91,76,82,88,88,86,86,81,74,96,81,85.06,86,89,78,71,84,87,73,78,79,88,81,81,72,72,94,78,80.69,High,Mid,4,88,Significant Decrease Performance
73,71,76,73,73,59,68,76,75,67,64,73,57,66,81,79,70.68,86,72,78,80,80,66,69,81,81,67,64,82,66,74,96,78,76.25,Mid,Mid,6,80,Stable Performance
81,80,69,75,77,75,77,85,76,77,82,72,75,75,79,77,77.03,78,82,66,69,78,76,75,83,77,80,82,75,76,74,74,75,76.25,Mid,Mid,6,70,Stable Performance
75,73,71,80,75,80,71,73,75,76,80,74,80,78,76,72,75.59,76,66,76,87,75,78,68,77,74,74,81,70,77,79,73,67,74.88,Mid,Mid,4,72,Stable Performance
85,77,81,81,80,80,77,73,89,79,81,81,87,91,82,81,81.63,88,82,82,94,74,94,78,82,98,89,90,85,89,99,91,76,86.94,Mid,High,1,88,Significant Increase Performance
77,76,74,79,72,88,85,82,88,77,79,73,87,79,83,88,80.4,85,78,78,75,70,83,86,78,87,78,78,74,86,79,84,96,80.94,Mid,Mid,4,79,Stable Performance
82,75,77,71,84,74,76,73,81,76,79,77,74,80,77,70,76.6,80,74,78,69,86,75,74,75,83,80,76,84,74,80,75,68,76.94,Mid,Mid,6,82,Stable Performance
66,72,76,79,62,71,74,73,76,75,66,66,73,76,72,63,71.32,73,78,80,87,68,78,75,81,82,77,68,73,78,80,84,65,76.69,Mid,Mid,6,75,Stable Performance
72,81,76,78,83,71,75,75,79,81,70,77,82,68,77,71,75.96,72,74,80,77,83,69,67,71,83,81,69,71,83,70,78,69,74.81,Mid,Mid,6,72,Stable Performance
68,59,79,70,68,73,66,66,79,81,69,77,73,65,67,79,71.17,70,58,82,70,66,80,66,65,76,76,72,75,75,67,67,72,71.06,Mid,Mid,4,83,Stable Performance
78,96,82,93,84,89,92,92,82,81,85,79,86,81,90,82,85.77,84,97,86,97,87,90,93,94,83,87,88,83,90,88,89,86,88.88,High,High,1,99,Stable Performance
67,83,77,76,81,80,72,73,70,68,79,78,79,82,80,80,76.53,72,90,85,79,83,87,73,82,79,66,92,86,79,89,80,87,81.81,Mid,Mid,4,81,Stable Performance
63,72,78,67,74,76,75,75,76,74,66,76,75,66,80,76,72.99,64,68,82,70,76,73,75,72,71,69,68,74,75,68,82,80,72.94,Mid,Mid,5,70,Stable Performance
69,72,73,73,77,71,82,81,79,76,81,75,72,82,78,73,75.79,70,71,74,85,83,79,87,83,80,83,88,81,80,87,83,76,80.62,Mid,Mid,4,82,Stable Performance
66,65,78,68,69,72,62,74,65,77,67,73,56,62,67,58,67.51,59,62,84,63,75,72,65,74,61,79,64,72,52,55,63,60,66.25,Low,Low,11,39,Stable Performance
73,72,65,70,74,60,64,68,70,70,75,73,74,63,71,69,69.35,75,70,67,72,74,64,66,66,75,73,77,73,74,59,67,72,70.25,Low,Mid,6,71,Significant Increase Performance
88,82,78,85,84,77,79,79,87,82,85,79,83,88,79,82,82.23,96,79,81,87,94,84,81,82,89,82,93,85,93,94,81,88,86.81,Mid,High,2,91,Significant Increase Performance
65,68,70,66,78,68,76,73,72,79,60,71,66,62,66,72,69.46,80,81,84,82,94,81,95,85,84,85,61,79,75,72,78,89,81.56,Low,Mid,7,79,Significant Increase Performance
66,74,69,68,68,69,68,66,75,67,68,72,71,65,74,72,69.48,78,74,76,72,73,73,72,66,84,68,72,76,77,64,80,73,73.62,Low,Mid,7,78,Significant Increase Performance
79,76,76,77,72,77,82,82,76,83,87,76,81,66,71,78,77.42,81,78,80,77,77,75,86,89,77,85,90,86,93,71,74,76,80.94,Mid,Mid,5,68,Stable Performance
76,91,84,86,81,76,78,82,78,84,84,81,72,90,80,94,82.31,78,91,86,81,85,78,78,83,74,83,86,81,71,88,82,96,82.56,Mid,Mid,4,65,Stable Performance
82,78,81,68,84,91,68,77,78,83,89,81,89,79,81,80,80.61,81,79,79,67,92,93,70,79,82,86,92,81,85,74,76,82,81.12,Mid,Mid,6,76,Stable Performance
86,78,84,74,79,77,80,78,86,76,71,73,85,75,82,79,78.9,85,76,85,73,76,78,78,83,86,78,72,75,81,78,77,81,78.88,Mid,Mid,5,84,Stable Performance
75,70,85,81,70,69,87,66,71,71,71,63,74,66,78,64,72.55,81,72,89,90,76,78,84,72,72,70,77,68,79,66,83,70,76.69,Mid,Mid,6,83,Stable Performance
68,57,57,64,64,75,68,74,66,71,64,64,59,70,69,72,66.37,68,57,61,62,61,74,69,77,65,68,66,61,53,69,72,72,65.94,Low,Low,9,49,Stable Performance
84,93,83,87,81,78,86,82,87,84,79,88,78,86,89,81,84.04,85,91,91,89,84,78,87,82,88,81,82,92,77,91,88,79,85.31,Mid,High,2,86,Significant Increase Performance
79,75,78,69,74,66,82,63,72,69,77,83,77,88,66,67,74.11,76,78,81,68,73,60,80,60,74,74,75,79,79,79,61,62,72.44,Mid,Mid,6,83,Stable Performance
69,74,69,70,77,68,68,72,72,79,69,70,77,78,81,76,73.02,70,72,69,70,75,67,73,74,73,76,71,68,80,79,76,74,72.94,Mid,Mid,4,76,Stable Performance
82,85,80,80,73,86,83,86,68,81,77,89,85,83,79,84,81.29,91,91,86,85,75,86,88,86,77,79,83,100,90,94,81,90,86.38,Mid,High,0,81,Significant Increase Performance
73,77,75,89,85,83,70,82,79,84,79,78,79,69,74,80,78.51,73,75,72,89,92,85,67,80,79,83,79,76,81,71,74,79,78.44,Mid,Mid,6,79,Stable Performance
83,75,77,69,85,83,81,79,85,73,73,83,82,71,75,86,78.66,97,82,87,64,91,81,87,76,87,77,79,90,90,85,83,88,84.0,Mid,Mid,5,68,Stable Performance
88,90,80,89,79,76,89,93,85,83,94,85,85,94,84,83,86.07,84,86,79,84,74,74,87,85,82,80,88,83,81,92,78,75,82.0,High,Mid,3,82,Significant Decrease Performance
76,68,71,65,73,72,77,76,75,74,71,75,66,60,78,75,71.96,78,68,66,67,76,72,75,79,73,69,74,72,73,60,74,73,71.81,Mid,Mid,6,69,Stable Performance
79,85,76,76,75,82,72,76,81,74,76,69,83,76,74,73,76.71,79,89,83,72,80,90,86,72,86,71,86,72,89,86,87,82,81.88,Mid,Mid,4,79,Stable Performance
73,67,85,63,73,76,71,76,71,83,70,64,69,77,75,79,73.3,70,58,78,63,69,72,55,68,65,73,59,47,59,60,73,70,64.94,Mid,Low,2,42,Significant Decrease Performance
79,73,74,74,86,80,86,81,76,71,77,76,76,75,66,83,77.05,82,77,74,79,84,78,83,83,78,69,75,76,71,76,63,81,76.81,Mid,Mid,5,75,Stable Performance
82,76,85,78,85,87,88,82,81,80,79,83,82,79,77,82,81.52,85,80,83,78,92,89,91,86,84,84,80,79,83,79,79,83,83.44,Mid,Mid,4,67,Stable Performance
75,72,82,86,82,74,77,85,72,81,70,86,75,89,86,77,79.42,77,74,82,86,85,73,80,89,76,78,71,80,71,87,87,79,79.69,Mid,Mid,6,72,Stable Performance
74,79,77,76,69,75,72,80,83,81,79,73,79,82,75,78,77.04,76,80,83,77,72,74,73,78,87,77,82,77,80,84,72,79,78.19,Mid,Mid,4,74,Stable Performance
80,89,85,83,72,81,80,80,73,75,80,86,77,78,89,79,80.36,77,91,89,81,75,81,76,81,73,71,81,87,76,75,88,75,79.81,Mid,Mid,4,65,Stable Performance
73,73,66,76,70,73,75,83,67,78,78,70,76,81,69,74,73.86,77,74,68,79,69,75,72,85,68,78,75,69,71,75,65,75,73.44,Mid,Mid,6,82,Stable Performance
73,73,75,72,73,66,72,68,65,68,72,73,64,66,74,73,70.54,82,71,80,77,78,72,75,70,69,76,75,82,64,68,75,70,74.0,Mid,Mid,5,74,Stable Performance
74,77,72,68,70,78,84,72,72,73,70,76,75,72,68,62,72.7,74,75,67,67,69,79,87,73,72,77,68,71,75,72,65,61,72.0,Mid,Mid,5,81,Stable Performance
69,66,61,60,68,57,67,69,68,63,59,68,71,62,68,73,65.64,68,66,64,64,72,58,69,69,66,59,55,69,72,63,70,77,66.31,Low,Low,11,43,Stable Performance
87,83,90,82,79,89,83,84,82,83,92,94,94,91,88,78,86.19,80,78,86,82,74,90,79,75,77,80,85,86,93,89,86,78,82.38,High,Mid,2,81,Significant Decrease Performance
69,80,67,77,70,56,73,76,69,76,61,63,71,72,76,73,70.47,79,84,68,85,78,61,74,85,73,84,61,77,80,81,76,75,76.31,Mid,Mid,5,68,Stable Performance
68,75,77,65,74,72,71,76,68,76,77,79,68,66,75,72,72.48,68,82,79,76,76,75,73,88,74,70,72,82,79,70,75,75,75.88,Mid,Mid,6,72,Stable Performance
88,76,74,73,68,76,73,73,74,75,65,78,69,73,80,83,74.84,82,67,68,67,66,62,64,65,77,72,58,69,62,71,65,75,68.12,Mid,Low,10,46,Significant Decrease Performance
68,77,78,69,81,77,78,72,79,81,77,74,74,78,77,81,76.19,69,78,76,68,84,75,80,69,80,76,76,70,72,78,76,85,75.75,Mid,Mid,6,80,Stable Performance
77,73,81,77,83,79,82,74,80,76,73,75,76,85,76,73,77.46,80,68,76,79,84,78,81,79,78,76,77,76,84,79,73,73,77.56,Mid,Mid,5,65,Stable Performance
80,79,77,78,84,83,82,73,94,85,82,73,84,77,78,71,80.06,80,84,80,87,93,92,83,79,97,94,93,69,89,84,88,80,85.75,Mid,High,2,81,Significant Increase Performance
66,74,77,76,75,72,70,74,76,72,78,71,67,72,73,72,72.78,65,74,79,74,73,69,67,71,81,73,80,68,67,77,72,68,72.38,Mid,Mid,6,66,Stable Performance
81,78,67,82,60,85,73,73,74,76,74,73,81,77,69,78,75.09,75,83,68,78,63,84,75,76,77,79,78,68,87,78,72,81,76.38,Mid,Mid,6,78,Stable Performance
79,74,80,76,75,75,64,74,80,76,70,81,75,70,87,71,75.54,76,75,80,78,83,69,65,75,80,74,69,82,75,69,92,73,75.94,Mid,Mid,5,78,Stable Performance
78,70,74,69,68,76,76,79,74,85,75,77,67,71,76,73,74.28,78,68,70,65,70,72,79,83,69,88,74,75,66,70,76,69,73.25,Mid,Mid,4,80,Stable Performance
84,79,84,84,77,86,75,84,92,86,86,79,92,90,79,81,83.54,86,78,83,86,78,84,76,85,94,82,86,76,95,95,79,87,84.38,Mid,Mid,4,84,Stable Performance
84,86,71,72,77,67,78,83,70,78,75,86,75,85,74,81,77.62,86,83,69,67,75,62,79,82,72,78,71,85,75,86,69,80,76.19,Mid,Mid,4,71,Stable Performance
80,78,75,80,76,75,86,81,82,77,78,77,80,82,79,75,78.83,81,77,78,80,72,73,88,83,83,77,82,74,78,82,80,74,78.88,Mid,Mid,5,79,Stable Performance
82,78,71,68,80,74,80,74,79,76,87,83,85,78,82,79,78.65,81,80,70,66,78,72,81,71,80,78,83,84,79,75,80,77,77.19,Mid,Mid,4,72,Stable Performance
88,81,74,71,89,83,84,88,73,79,80,85,77,75,75,87,80.47,88,79,72,67,88,85,85,89,69,76,80,85,80,78,78,92,80.69,Mid,Mid,6,75,Stable Performance
72,73,79,72,67,68,76,78,75,78,68,68,87,82,80,73,74.8,70,67,76,58,49,57,69,68,59,71,54,64,82,76,80,62,66.38,Mid,Low,4,40,Significant Decrease Performance
67,69,75,71,71,68,72,70,69,65,68,63,68,69,56,67,68.03,71,79,81,80,77,70,71,75,78,69,71,71,66,70,60,79,73.0,Low,Mid,5,65,Significant Increase Performance
71,79,80,75,80,80,76,85,73,84,76,73,75,72,81,69,76.81,70,82,79,74,86,81,78,84,74,85,76,74,73,71,85,72,77.75,Mid,Mid,5,68,Stable Performance
79,67,76,72,73,69,74,72,64,67,69,68,78,72,68,69,71.04,89,77,87,76,77,73,77,77,70,72,72,73,81,84,79,72,77.25,Mid,Mid,4,74,Stable Performance
70,71,67,68,76,73,72,72,72,71,75,75,64,72,65,76,71.19,71,74,70,70,71,71,71,78,69,71,73,70,60,68,65,77,70.56,Mid,Mid,5,83,Stable Performance
82,75,77,67,83,81,84,85,72,82,85,70,77,76,82,66,77.88,85,80,79,71,94,78,89,88,80,83,92,70,84,92,91,61,82.31,Mid,Mid,5,78,Stable Performance
90,81,86,81,84,70,79,85,83,73,81,77,77,74,84,87,80.69,86,83,85,85,81,72,81,82,76,74,77,75,74,73,87,86,79.81,Mid,Mid,5,67,Stable Performance
86,68,79,79,72,71,70,72,76,82,81,67,71,82,71,75,75.08,89,71,83,82,68,71,64,70,81,78,78,69,71,83,70,75,75.19,Mid,Mid,5,83,Stable Performance
68,82,67,68,82,86,75,76,81,78,75,74,69,78,76,74,75.61,64,78,66,67,82,86,74,75,79,79,81,69,74,79,82,74,75.56,Mid,Mid,5,76,Stable Performance
79,79,87,88,82,81,79,88,84,85,85,82,78,79,89,80,82.76,80,84,96,90,89,93,83,96,89,92,94,81,84,77,100,89,88.56,Mid,High,0,90,Significant Increase Performance
74,71,70,72,85,79,74,82,75,83,87,81,77,80,76,67,77.07,71,67,73,75,86,78,78,83,76,84,87,79,72,77,71,69,76.62,Mid,Mid,5,69,Stable Performance
85,83,85,97,94,90,92,79,92,93,77,92,81,78,95,83,87.11,82,85,90,99,93,94,95,84,96,95,80,99,83,82,99,84,90.0,High,High,0,94,Stable Performance
74,83,76,77,77,80,77,78,75,80,79,87,76,77,79,83,78.61,73,85,70,74,77,80,80,76,71,75,78,90,78,80,80,84,78.19,Mid,Mid,6,84,Stable Performance
61,67,54,65,72,63,67,64,62,71,61,68,68,62,67,62,64.4,72,73,56,70,74,66,77,65,67,79,67,72,69,65,70,73,69.69,Low,Low,11,51,Stable Performance
81,72,77,78,84,79,84,82,82,77,84,77,70,78,81,71,78.5,81,76,71,81,80,77,80,83,83,80,83,74,71,78,85,73,78.5,Mid,Mid,6,71,Stable Performance
72,71,81,85,76,80,79,85,74,76,75,77,89,77,73,71,77.57,74,69,79,87,74,80,79,81,71,72,73,76,90,75,76,70,76.62,Mid,Mid,6,66,Stable Performance
88,77,85,78,75,84,78,84,84,84,80,85,77,69,85,82,80.97,93,76,93,86,78,93,86,87,86,89,86,95,82,75,94,91,86.88,Mid,High,1,86,Significant Increase Performance
75,71,68,79,87,78,77,78,89,82,74,79,80,73,82,74,77.84,75,73,71,83,88,76,75,82,91,82,72,80,77,74,85,77,78.81,Mid,Mid,4,76,Stable Performance
67,75,74,74,70,71,80,77,70,65,70,75,71,71,71,74,72.12,66,75,81,74,63,72,73,78,67,66,71,76,75,75,69,77,72.38,Mid,Mid,6,67,Stable Performance
73,69,69,68,66,73,73,79,72,66,64,74,65,73,65,71,69.99,75,73,73,65,61,80,78,83,75,62,69,76,66,73,70,74,72.06,Low,Mid,7,66,Significant Increase Performance
69,78,68,75,73,74,72,72,75,69,69,72,72,69,79,72,72.34,56,76,61,75,63,65,62,71,74,63,58,62,71,61,71,68,66.06,Mid,Low,6,58,Significant Decrease Performance
70,64,81,83,67,77,70,79,72,71,58,66,71,72,65,67,70.82,68,68,84,88,69,81,84,85,72,76,67,63,81,77,69,79,75.69,Mid,Mid,6,73,Stable Performance
75,65,73,78,74,74,62,68,82,69,78,69,71,75,73,74,72.49,76,66,75,80,74,75,60,68,85,70,79,65,72,73,75,72,72.81,Mid,Mid,5,84,Stable Performance
74,72,74,75,77,83,78,80,79,72,78,79,82,73,68,79,76.38,65,74,69,68,64,74,68,71,69,66,71,75,78,61,55,69,68.56,Mid,Low,4,64,Significant Decrease Performance
85,82,83,88,81,82,84,77,83,83,92,82,84,88,79,90,83.97,91,87,84,91,82,92,91,81,92,92,94,87,85,91,88,92,88.75,Mid,High,2,83,Significant Increase Performance
86,77,74,85,81,77,84,84,75,78,80,77,70,72,70,79,78.15,86,76,76,86,80,72,80,89,76,81,83,75,67,78,70,80,78.44,Mid,Mid,6,79,Stable Performance
63,70,78,76,60,63,65,63,61,69,73,74,67,68,71,68,67.99,65,78,82,77,61,65,70,68,69,74,77,83,72,76,78,71,72.88,Low,Mid,7,70,Significant Increase Performance
81,79,75,68,85,74,79,68,77,78,78,92,74,81,80,74,77.71,78,76,78,67,86,78,81,66,80,80,77,86,74,77,80,75,77.44,Mid,Mid,5,70,Stable Performance
85,80,85,91,82,80,86,88,77,79,84,80,76,84,84,79,82.52,86,76,79,90,83,78,87,83,79,81,87,80,76,84,83,79,81.94,Mid,Mid,4,75,Stable Performance
72,69,66,69,72,65,70,72,78,70,66,71,69,75,70,58,69.61,81,91,85,71,86,83,79,80,88,74,77,92,80,88,87,67,81.81,Low,Mid,5,74,Significant Increase Performance
93,75,75,67,67,74,76,78,76,68,62,74,72,68,78,66,73.01,98,69,75,65,68,72,77,80,74,68,65,74,74,66,80,65,73.12,Mid,Mid,5,71,Stable Performance
78,68,76,80,73,84,85,76,78,80,78,77,72,67,68,87,76.68,81,68,80,79,80,87,86,81,85,91,84,81,76,71,73,92,80.94,Mid,Mid,6,81,Stable Performance
73,70,77,67,74,71,73,69,66,67,67,71,63,65,72,70,69.83,73,67,77,66,74,69,75,70,70,70,65,68,65,67,76,68,70.0,Low,Mid,6,67,Significant Increase Performance
79,78,91,79,76,79,83,78,82,80,77,79,86,79,73,77,79.78,68,70,81,74,60,70,78,72,72,76,73,68,77,74,67,65,71.56,Mid,Mid,4,78,Stable Performance
64,75,81,68,75,79,80,81,65,77,67,69,79,75,78,70,73.9,63,76,79,61,75,86,80,78,64,79,69,67,76,76,72,70,73.19,Mid,Mid,5,68,Stable Performance
84,81,82,72,83,76,74,80,80,73,87,86,80,79,79,69,79.05,85,85,89,73,87,83,78,90,85,78,95,90,93,81,85,77,84.62,Mid,Mid,5,67,Stable Performance
71,71,68,69,59,65,75,79,66,71,76,68,74,70,77,64,70.21,78,72,69,73,60,69,81,75,71,71,77,70,82,78,81,74,73.81,Mid,Mid,5,65,Stable Performance
67,74,73,73,76,68,66,70,71,71,79,77,75,74,71,69,72.13,63,74,74,71,74,59,65,69,70,68,76,72,71,75,68,71,70.0,Mid,Mid,5,80,Stable Performance
73,75,78,73,79,78,77,84,66,77,67,80,82,72,72,70,75.23,71,73,76,71,79,77,78,86,70,79,68,84,83,73,71,68,75.44,Mid,Mid,6,78,Stable Performance
73,71,72,71,68,79,74,67,70,69,80,77,73,82,80,72,73.66,77,67,76,76,66,80,75,69,72,65,83,76,72,81,76,69,73.75,Mid,Mid,5,66,Stable Performance
82,82,79,92,79,88,87,82,93,76,83,81,88,85,75,90,83.87,80,84,82,88,85,90,88,82,96,75,84,81,91,83,72,88,84.31,Mid,Mid,5,69,Stable Performance
75,68,71,67,72,74,71,71,65,75,63,73,64,73,73,75,70.65,76,71,71,66,72,74,67,71,63,71,63,72,66,72,76,76,70.44,Mid,Mid,4,66,Stable Performance
80,81,68,76,86,77,72,76,74,70,80,79,69,76,73,68,75.42,78,86,75,86,86,81,80,78,80,78,82,86,75,76,69,69,79.06,Mid,Mid,6,84,Stable Performance
73,73,79,77,75,78,83,81,85,79,88,81,77,80,73,78,78.83,72,77,75,74,78,81,80,78,88,77,86,83,80,79,69,71,78.0,Mid,Mid,4,72,Stable Performance
70,71,66,82,67,60,74,71,69,66,70,76,69,61,51,70,68.15,76,78,71,81,72,70,72,69,74,69,74,82,73,70,53,72,72.25,Low,Mid,6,76,Significant Increase Performance
61,66,62,62,62,63,70,69,60,61,68,71,71,61,71,57,64.8,62,66,66,60,57,58,68,68,57,60,65,71,69,67,70,58,63.88,Low,Low,10,29,Stable Performance
66,70,57,78,74,71,63,67,71,62,66,72,60,69,59,63,66.68,64,71,62,83,72,71,61,70,74,62,67,66,59,70,63,61,67.25,Low,Low,11,49,Stable Performance
79,84,78,82,78,79,88,76,85,81,78,75,76,78,81,84,80.02,77,91,81,84,79,79,85,72,81,79,77,78,77,76,86,84,80.38,Mid,Mid,5,70,Stable Performance
71,71,72,75,75,65,71,78,66,73,71,69,80,72,80,72,72.62,63,64,62,61,83,60,61,64,62,61,66,59,74,63,78,65,65.38,Mid,Low,10,55,Significant Decrease Performance
90,85,85,90,90,91,90,81,84,92,78,89,87,92,90,84,87.37,88,86,84,84,85,87,85,79,79,92,78,86,82,90,83,79,84.19,High,Mid,3,79,Significant Decrease Performance
69,70,75,61,73,68,73,74,64,71,73,73,72,66,67,65,69.5,75,75,81,61,74,72,77,76,65,71,77,83,83,68,77,68,73.94,Low,Mid,5,70,Significant Increase Performance
79,75,76,67,76,79,67,73,68,74,71,78,77,82,76,78,74.72,80,70,71,66,75,76,66,75,67,70,62,80,79,83,77,74,73.19,Mid,Mid,5,65,Stable Performance
80,77,87,89,86,83,78,88,86,93,77,87,85,81,90,85,84.49,82,82,85,86,87,84,82,92,80,95,72,88,86,81,96,83,85.06,Mid,High,1,85,Significant Increase Performance
80,84,80,83,89,90,86,81,87,89,75,86,84,90,87,87,84.9,88,85,84,85,95,95,97,76,93,93,79,90,95,100,92,90,89.81,Mid,High,1,81,Significant Increase Performance
83,85,90,85,86,78,85,75,83,86,89,80,87,93,82,78,84.03,79,70,82,73,72,75,73,75,78,82,85,77,78,79,80,70,76.75,Mid,Mid,5,81,Stable Performance
82,75,77,86,90,76,77,79,78,91,78,79,89,84,86,77,81.55,78,71,74,84,78,70,65,82,67,83,70,76,79,74,80,71,75.12,Mid,Mid,4,83,Stable Performance
77,75,84,86,77,78,79,72,77,84,76,81,74,79,77,74,78.15,83,73,86,84,77,74,79,69,74,87,76,78,72,75,77,79,77.69,Mid,Mid,6,73,Stable Performance
82,82,73,77,78,69,71,84,73,84,71,81,76,77,87,72,77.4,82,84,70,78,80,70,69,80,80,85,70,82,74,78,88,71,77.56,Mid,Mid,6,83,Stable Performance
82,82,96,74,76,83,78,77,84,78,74,83,81,77,77,74,79.6,80,88,99,73,78,77,79,82,87,82,73,83,81,74,73,75,80.25,Mid,Mid,4,81,Stable Performance
76,70,68,66,74,70,62,66,71,71,71,70,65,68,78,77,70.3,86,74,74,73,84,80,69,74,77,73,86,74,73,75,84,86,77.62,Mid,Mid,4,65,Stable Performance
74,73,75,65,71,65,65,73,76,70,79,72,67,65,76,72,71.2,79,81,75,70,78,67,74,79,83,74,83,76,70,74,83,77,76.44,Mid,Mid,5,67,Stable Performance
78,62,76,72,68,75,80,86,76,71,71,80,70,78,76,76,74.82,81,70,75,82,77,82,85,92,79,73,74,83,76,84,84,81,79.88,Mid,Mid,6,78,Stable Performance
66,72,67,71,79,80,75,71,82,71,68,78,76,71,75,76,73.79,76,80,74,78,78,86,77,76,85,81,79,86,79,73,82,76,79.12,Mid,Mid,6,74,Stable Performance
74,75,70,75,73,70,72,72,66,70,73,66,70,85,67,71,71.72,74,72,77,77,77,74,77,78,71,74,79,75,70,87,70,72,75.25,Mid,Mid,4,70,Stable Performance
74,78,74,77,75,84,79,73,83,74,71,78,88,69,72,82,76.99,75,79,72,81,75,86,74,76,77,76,69,78,91,70,74,86,77.44,Mid,Mid,6,81,Stable Performance
77,83,76,80,88,74,85,83,72,83,80,80,81,78,80,81,80.11,78,83,72,80,93,74,87,76,69,87,80,81,86,77,77,82,80.12,Mid,Mid,5,67,Stable Performance
79,68,82,70,79,76,69,78,71,81,72,68,83,76,80,71,75.16,83,70,88,72,79,87,68,90,76,90,77,72,85,91,86,81,80.94,Mid,Mid,6,67,Stable Performance
73,91,82,85,86,81,84,90,82,87,72,88,75,87,84,82,83.09,72,98,82,91,89,80,88,91,82,90,69,87,73,86,82,85,84.06,Mid,Mid,4,75,Stable Performance
69,68,65,68,80,76,65,71,70,69,64,72,74,65,79,77,70.67,74,68,62,68,81,77,67,67,67,68,63,71,79,63,81,82,71.12,Mid,Mid,5,71,Stable Performance
77,68,76,75,77,82,73,84,76,73,86,78,72,74,77,73,76.35,81,66,82,75,76,82,70,84,77,76,90,83,67,73,77,69,76.75,Mid,Mid,4,84,Stable Performance
72,67,63,72,72,74,69,65,67,77,68,69,70,68,68,67,69.22,73,63,62,69,70,75,72,59,68,73,63,68,73,70,70,69,68.56,Low,Low,7,52,Stable Performance
73,69,72,73,54,67,63,71,62,60,58,64,70,67,60,76,66.26,75,70,74,73,57,68,64,71,60,57,60,64,68,67,61,76,66.56,Low,Low,7,35,Stable Performance
78,78,81,66,70,79,71,73,74,68,73,79,78,80,80,77,75.32,81,80,82,74,72,81,74,74,72,70,75,76,84,79,78,80,77.0,Mid,Mid,6,79,Stable Performance
76,76,71,69,71,73,71,76,75,76,76,80,74,79,77,80,75.13,79,76,76,75,79,77,79,84,81,78,78,75,77,85,81,87,79.19,Mid,Mid,5,67,Stable Performance
91,85,83,83,80,80,87,78,91,82,97,79,84,81,79,88,84.18,90,85,85,81,81,80,89,77,94,82,99,77,82,79,80,90,84.44,Mid,Mid,5,78,Stable Performance
73,75,81,82,71,81,79,74,74,68,87,83,72,82,75,83,77.44,76,76,84,82,69,84,84,72,76,62,88,78,74,86,77,85,78.31,Mid,Mid,4,68,Stable Performance
67,68,68,67,77,74,70,75,62,64,72,74,71,60,65,72,69.17,64,69,69,72,76,74,67,67,58,68,78,76,72,64,63,69,69.12,Low,Low,8,26,Stable Performance
96,90,92,86,86,79,89,84,88,84,86,84,85,89,78,77,85.87,100,94,96,92,88,83,89,89,89,89,88,86,89,92,84,81,89.31,High,High,1,96,Stable Performance
83,88,90,75,79,74,78,87,81,79,84,77,89,81,79,84,81.78,85,91,97,89,83,79,79,91,91,82,98,79,96,90,78,91,87.44,Mid,High,1,82,Significant Increase Performance
83,86,77,83,78,75,74,72,74,83,81,72,69,72,74,76,76.95,81,86,74,82,79,72,70,69,74,86,77,71,62,74,75,77,75.56,Mid,Mid,4,79,Stable Performance
80,71,82,65,72,78,78,72,79,78,70,75,77,71,82,70,75.11,83,70,84,64,70,78,82,75,77,78,70,75,80,69,79,66,75.0,Mid,Mid,5,70,Stable Performance
71,64,71,65,69,62,74,72,76,68,76,70,71,81,68,76,70.86,73,66,71,65,70,58,74,72,77,64,77,65,64,82,69,72,69.94,Mid,Low,10,50,Significant Decrease Performance
76,70,67,68,79,82,74,74,77,74,79,75,74,70,68,57,72.59,81,72,69,68,78,82,73,68,76,73,80,72,77,75,66,61,73.19,Mid,Mid,5,70,Stable Performance
